device_id,rx_T1,rx_T2,rx_T3,rx_T4,rx_T5,rx_T6,rx_T7,rx_T8,rx_T9,rx_T10,timestamp_T1,timestamp_T2,timestamp_T3,timestamp_T4,timestamp_T5,timestamp_T6,timestamp_T7,timestamp_T8,timestamp_T9,timestamp_T10,health_score,root_cause,vendor,slope,rx_mean,rx_std,rx_min,rx_max,rx_last,rx_first,ci_lower,ci_upper,rx_threshold,jours_avant_seuil,niveau_risque
HUAWEI_BOX_134,-18.47,-13.84,-19.57,-12.29,-16.04,-19.33,-14.36,-14.54,-19.77,-16.33,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.23777777777777784,-16.454,2.69666131025426,-19.77,-12.29,-16.33,-18.47,-21.615456168098348,-11.044543831901649,-28.0,,stable
HUAWEI_BOX_135,-13.47,-14.47,-16.62,-12.91,-15.91,-14.7,-18.44,-14.96,-13.14,-19.45,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,-0.6644444444444443,-15.407,2.2104099670020996,-19.45,-12.91,-19.45,-13.47,-23.782403535324114,-15.117596464675884,-28.0,12.87,modere
HUAWEI_BOX_136,-13.74,-15.28,-17.87,-14.22,-12.88,-17.21,-16.14,-11.99,-15.93,-14.5,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,-0.08444444444444442,-14.975999999999999,1.8666261900373449,-17.87,-11.99,-14.5,-13.74,-18.158587332473196,-10.841412667526804,-28.0,159.87,faible
HUAWEI_BOX_137,-13.42,-12.72,-19.53,-18.84,-13.14,-19.57,-12.94,-16.44,-13.23,-13.23,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.021111111111111056,-15.305999999999997,2.9618395184974715,-19.57,-12.72,-13.23,-13.42,-19.035205456255046,-7.424794543744956,-28.0,,stable
HUAWEI_BOX_138,-23.96,-20.61,-20.15,-19.61,-24.21,-22.02,-23.15,-19.18,-23.48,-18.44,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.6133333333333333,-21.481,2.1405630100513275,-24.21,-18.44,-18.44,-23.96,-22.635503499700604,-14.244496500299398,-28.0,,stable
HUAWEI_BOX_139,-14.85,-18.78,-13.72,-11.6,-15.73,-14.87,-18.17,-16.79,-13.84,-12.52,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.2588888888888889,-15.087000000000003,2.326953420724666,-18.78,-11.6,-12.52,-14.85,-17.080828704620345,-7.9591712953796545,-28.0,,stable
HUAWEI_BOX_140,-18.53,-17.41,-18.03,-15.32,-18.85,-17.99,-13.62,-19.82,-13.71,-17.46,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.11888888888888892,-17.074,2.138344115327455,-19.82,-13.62,-17.46,-18.53,-21.651154466041813,-13.268845533958189,-28.0,,stable
HUAWEI_BOX_141,-12.03,-14.1,-18.54,-17.29,-17.27,-14.59,-19.16,-14.79,-14.2,-14.89,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,-0.31777777777777794,-15.686000000000002,2.261352594257595,-19.16,-12.03,-14.89,-12.03,-19.322251084744888,-10.457748915255113,-28.0,41.26,faible
HUAWEI_BOX_142,-17.87,-18.61,-20.66,-20.62,-21.39,-23.59,-24.4,-24.86,-26.83,-26.89,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,-1.0022222222222221,-22.571999999999996,3.215551792979446,-26.89,-17.87,-26.89,-17.87,-33.19248151423972,-20.587518485760285,-28.0,1.11,critique
HUAWEI_BOX_143,-14.44,-13.01,-11.54,-15.77,-17.81,-17.69,-20.17,-19.04,-17.03,-12.99,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.16111111111111104,-15.949000000000002,2.8708475326209086,-20.17,-11.54,-12.99,-14.44,-18.61686116393698,-7.363138836063019,-28.0,,stable
HUAWEI_BOX_144,-18.6,-18.77,-20.71,-21.9,-21.68,-22.4,-23.81,-25.92,-26.28,-27.61,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,-1.0011111111111108,-22.768,3.0995368829695975,-27.61,-18.6,-27.61,-18.6,-33.68509229062041,-21.53490770937959,-28.0,0.39,critique
HUAWEI_BOX_145,-12.08,-16.38,-12.06,-14.79,-16.95,-12.61,-18.6,-14.97,-17.22,-12.65,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,-0.06333333333333337,-14.831,2.3981309852095696,-18.6,-12.06,-12.65,-12.08,-17.350336731010756,-7.949663268989244,-28.0,242.37,faible
HUAWEI_BOX_146,-14.58,-16.23,-15.55,-17.29,-12.68,-12.28,-15.04,-15.02,-18.77,-13.52,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.11777777777777783,-15.096,2.009141331238021,-18.77,-12.28,-13.52,-14.58,-17.45791700922652,-9.582082990773479,-28.0,,stable
HUAWEI_BOX_147,-14.1,-16.75,-16.43,-15.03,-16.6,-17.85,-12.28,-15.76,-14.43,-13.05,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.11666666666666654,-15.228,1.7696314745041006,-17.85,-12.28,-13.05,-14.1,-16.51847769002804,-9.581522309971964,-28.0,,stable
HUAWEI_BOX_148,-20.95,-21.1,-20.84,-20.67,-18.2,-22.73,-21.16,-19.4,-22.14,-22.35,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,-0.15555555555555578,-20.954,1.3608183812201642,-22.73,-18.2,-22.35,-20.95,-25.017204027191525,-19.682795972808478,-28.0,36.32,faible
HUAWEI_BOX_149,-19.63,-21.44,-22.43,-23.27,-22.87,-23.13,-19.03,-17.93,-22.69,-23.21,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,-0.397777777777778,-21.563000000000002,1.9770463379046588,-23.27,-17.93,-23.21,-19.63,-27.085010822293132,-19.33498917770687,-28.0,12.04,modere
HUAWEI_BOX_150,-18.3,-18.66,-19.8,-20.67,-21.73,-23.31,-24.79,-26.13,-26.01,-27.39,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,-1.01,-22.679000000000002,3.310023329894284,-27.39,-18.3,-27.39,-18.3,-33.877645726592796,-20.902354273407205,-28.0,0.6,critique
HUAWEI_BOX_151,-20.67,-22.73,-18.01,-20.95,-22.95,-22.85,-17.89,-20.22,-21.41,-22.25,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,-0.17555555555555535,-20.993000000000002,1.8642844918806427,-22.95,-17.89,-22.25,-20.67,-25.903997604086058,-18.596002395913942,-28.0,32.75,faible
HUAWEI_BOX_152,-17.3,-19.62,-20.0,-21.35,-21.37,-22.55,-24.17,-24.87,-25.51,-27.48,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,-1.1311111111111112,-22.422,3.0982389263006245,-27.48,-17.3,-27.48,-17.3,-33.55254829554922,-21.40745170445078,-28.0,0.46,critique
HUAWEI_BOX_153,-17.62,-17.84,-17.74,-12.39,-18.47,-14.04,-12.62,-13.38,-16.78,-18.09,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,-0.052222222222222094,-15.897,2.475915318961185,-18.47,-12.39,-18.09,-17.62,-22.942794025163924,-13.237205974836076,-28.0,189.77,faible
HUAWEI_BOX_154,-31.11,-30.64,-32.42,-28.12,-28.06,-27.14,-32.43,-32.54,-29.2,-29.37,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,2,CRITICAL_FIBER_ISSUE,HUAWEI,0.19333333333333316,-30.103,2.0072925380555104,-32.54,-27.14,-29.37,-31.11,-33.3042933745888,-25.4357066254112,-28.0,,stable
HUAWEI_BOX_155,-21.53,-23.59,-21.82,-21.76,-18.77,-20.57,-21.2,-21.52,-17.94,-18.68,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,0.3166666666666668,-20.738,1.7564724750349936,-23.59,-17.94,-18.68,-21.53,-22.122686051068587,-15.237313948931412,-28.0,,stable
HUAWEI_BOX_156,-16.83,-12.07,-18.94,-20.49,-13.82,-14.64,-12.0,-16.14,-14.16,-16.86,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,-0.0033333333333334597,-15.594999999999999,2.7897441141119415,-20.49,-12.0,-16.86,-16.83,-22.327898463659405,-11.392101536340594,-28.0,3342.0,faible
HUAWEI_BOX_157,-15.51,-20.4,-13.63,-18.3,-12.78,-16.18,-15.94,-13.66,-12.45,-15.62,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,-0.012222222222222159,-15.447,2.496126109705909,-20.4,-12.45,-15.62,-15.51,-20.512407175023583,-10.727592824976417,-28.0,1012.91,faible
HUAWEI_BOX_158,-32.09,-29.34,-29.73,-31.82,-30.37,-29.88,-32.5,-31.47,-30.24,-29.57,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,2,CRITICAL_FIBER_ISSUE,HUAWEI,0.28000000000000036,-30.701,1.1585282809572577,-32.5,-29.34,-29.57,-32.09,-31.840715430676227,-27.299284569323774,-28.0,,stable
HUAWEI_BOX_159,-23.39,-23.87,-20.81,-24.0,-20.8,-18.54,-19.93,-20.99,-21.68,-18.76,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,0.5144444444444444,-21.277,1.970177938946407,-24.0,-18.54,-18.76,-23.39,-22.62154876033496,-14.898451239665043,-28.0,,stable
HUAWEI_BOX_160,-19.34,-12.6,-20.33,-18.36,-16.75,-18.31,-17.42,-18.32,-17.86,-17.54,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.20000000000000007,-17.683,2.0504148631706487,-20.33,-12.6,-17.54,-19.34,-21.55881313181447,-13.521186868185527,-28.0,,stable
HUAWEI_BOX_161,-17.99,-18.27,-20.38,-21.33,-22.12,-22.72,-24.47,-23.12,-25.28,-26.52,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,-0.9477777777777779,-22.220000000000002,2.8217252405812543,-26.52,-17.99,-26.52,-17.99,-32.05058147153926,-20.989418528460742,-28.0,1.56,critique
HUAWEI_BOX_162,-21.25,-19.1,-21.78,-20.74,-19.77,-23.92,-20.97,-18.43,-18.42,-20.15,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.12222222222222238,-20.453,1.6792991262891659,-23.92,-18.42,-20.15,-21.25,-23.441426287526763,-16.858573712473234,-28.0,,stable
HUAWEI_BOX_163,-16.26,-19.93,-18.57,-18.8,-14.0,-15.92,-13.67,-11.92,-20.11,-17.04,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,-0.08666666666666639,-16.622,2.791733034036982,-20.11,-11.92,-17.04,-16.26,-22.511796746712484,-11.568203253287514,-28.0,126.46,faible
HUAWEI_BOX_164,-17.63,-18.23,-20.68,-21.43,-21.86,-23.28,-24.48,-24.94,-25.5,-27.17,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,-1.0600000000000003,-22.52,3.128791033823342,-27.17,-17.63,-27.17,-17.63,-33.30243042629375,-21.03756957370625,-28.0,0.78,critique
HUAWEI_BOX_165,-17.89,-19.74,-21.12,-20.49,-21.61,-23.43,-24.76,-24.46,-26.26,-27.03,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,-1.0155555555555555,-22.679,2.9769202952790743,-27.03,-17.89,-27.03,-17.89,-32.86476377874699,-21.195236221253015,-28.0,0.96,critique
HUAWEI_BOX_166,-18.08,-19.77,-19.53,-21.37,-21.99,-23.73,-23.95,-24.25,-25.7,-26.77,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,-0.9655555555555557,-22.514,2.838153546860274,-26.77,-18.08,-26.77,-18.08,-32.33278095184614,-21.207219048153863,-28.0,1.27,critique
HUAWEI_BOX_167,-19.91,-18.29,-23.6,-19.27,-18.55,-18.58,-21.79,-22.71,-23.49,-18.77,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,0.12666666666666673,-20.496000000000002,2.1685899156415496,-23.6,-18.29,-18.77,-19.91,-23.02043623465744,-14.519563765342562,-28.0,,stable
HUAWEI_BOX_168,-17.88,-14.71,-15.58,-15.06,-19.53,-15.71,-14.85,-14.19,-13.59,-16.63,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.1388888888888889,-15.773,1.7978941385224363,-19.53,-13.59,-16.63,-17.88,-20.153872511503973,-13.106127488496025,-28.0,,stable
HUAWEI_BOX_169,-14.23,-12.51,-11.73,-16.37,-13.84,-13.0,-15.68,-19.04,-11.63,-17.11,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,-0.3199999999999999,-14.514,2.4707048027278007,-19.04,-11.63,-17.11,-14.23,-21.95258141334649,-12.267418586653509,-28.0,34.03,faible
HUAWEI_BOX_170,-18.65,-18.78,-20.49,-21.34,-22.09,-22.81,-24.72,-25.08,-26.36,-26.68,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,-0.8922222222222224,-22.7,2.9414206696009253,-26.68,-18.65,-26.68,-18.65,-32.44518451241781,-20.914815487582185,-28.0,1.48,critique
HUAWEI_BOX_171,-18.41,-18.27,-20.09,-20.88,-21.55,-23.15,-23.56,-25.33,-26.03,-27.68,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,-1.03,-22.495,3.2111619565370897,-27.68,-18.27,-27.68,-18.41,-33.97387743481269,-21.386122565187303,-28.0,0.31,critique
HUAWEI_BOX_172,-21.87,-20.69,-19.22,-18.75,-18.13,-22.59,-21.8,-20.46,-24.05,-21.69,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,0.01999999999999997,-20.925000000000004,1.8409795098141526,-24.05,-18.13,-21.69,-21.87,-25.29831983923574,-18.08168016076426,-28.0,,stable
HUAWEI_BOX_173,-18.38,-18.65,-19.75,-21.28,-22.61,-23.29,-23.22,-24.82,-26.09,-26.61,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,-0.9144444444444445,-22.47,2.927949604909362,-26.61,-18.38,-26.61,-18.38,-32.348781225622346,-20.87121877437765,-28.0,1.52,critique
HUAWEI_BOX_174,-15.88,-15.3,-15.99,-19.6,-12.98,-18.21,-15.81,-14.12,-12.75,-12.14,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.41555555555555557,-15.278000000000002,2.387205711938356,-19.6,-12.14,-12.14,-15.88,-16.81892319539918,-7.461076804600823,-28.0,,stable
HUAWEI_BOX_175,-16.38,-16.62,-19.25,-19.11,-18.92,-18.56,-14.23,-12.63,-19.58,-14.5,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.2088888888888888,-16.978,2.4907553517401544,-19.58,-12.63,-14.5,-16.38,-19.381880489410705,-9.618119510589297,-28.0,,stable
HUAWEI_BOX_176,-14.38,-12.74,-13.48,-16.83,-15.33,-18.27,-15.04,-18.84,-17.73,-15.03,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,-0.07222222222222206,-15.767,2.0621243092177215,-18.84,-12.74,-15.03,-14.38,-19.071763646066735,-10.988236353933265,-28.0,179.58,faible
HUAWEI_BOX_177,-19.59,-14.98,-12.53,-16.83,-13.77,-19.56,-19.3,-18.28,-17.71,-13.58,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.6677777777777778,-16.613000000000003,2.696005481366007,-19.59,-12.53,-13.58,-19.59,-18.864170743477374,-8.295829256522627,-28.0,,stable
HUAWEI_BOX_178,-15.76,-16.18,-16.59,-15.58,-12.69,-17.6,-14.21,-15.2,-14.57,-12.41,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.3722222222222222,-15.079000000000002,1.6473982855129816,-17.6,-12.41,-12.41,-15.76,-15.638900639605444,-9.181099360394557,-28.0,,stable
HUAWEI_BOX_179,-22.13,-22.8,-20.39,-22.29,-18.53,-23.71,-19.26,-23.5,-18.9,-21.16,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,1,OPTICAL_AGING,HUAWEI,0.10777777777777765,-21.267,1.9148080843781705,-23.71,-18.53,-21.16,-22.13,-24.913023845381215,-17.406976154618786,-28.0,,stable
HUAWEI_BOX_180,-17.03,-14.98,-11.84,-12.97,-19.22,-17.75,-15.88,-19.15,-17.4,-16.62,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.04555555555555557,-16.284,2.437973657682862,-19.22,-11.84,-16.62,-17.03,-21.39842836905841,-11.84157163094159,-28.0,,stable
HUAWEI_BOX_181,-19.09,-18.91,-24.25,-21.38,-22.43,-22.09,-22.32,-23.74,-19.47,-19.04,2026-02-22 21:50:35,2026-02-23 03:50:35,2026-02-23 09:50:35,2026-02-23 15:50:35,2026-02-23 21:50:35,2026-02-24 03:50:35,2026-02-24 09:50:35,2026-02-24 15:50:35,2026-02-24 21:50:35,2026-02-25 03:50:35,0,NORMAL,HUAWEI,0.005555555555555635,-21.272,2.017940644430466,-24.25,-18.91,-19.04,-19.09,-22.995163663083712,-15.084836336916286,-28.0,,stable
