device_id,snr_T1,snr_T2,snr_T3,snr_T4,snr_T5,snr_T6,snr_T7,snr_T8,snr_T9,snr_T10,timestamp_T1,timestamp_T2,timestamp_T3,timestamp_T4,timestamp_T5,timestamp_T6,timestamp_T7,timestamp_T8,timestamp_T9,timestamp_T10,health_score,root_cause,slope,snr_mean,snr_std,snr_min,snr_max,snr_last,snr_first,ci_lower,ci_upper,snr_threshold,jours_avant_seuil,niveau_risque
IGD_054,17.42,25.99,19.65,25.17,25.46,20.14,23.1,22.21,19.25,27.71,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,1.1433333333333333,22.61,3.4253758917818056,17.42,27.71,27.71,17.42,20.99626325210766,34.42373674789234,6.0,,stable
IGD_055,5.62,6.6,7.48,3.15,6.84,4.41,4.83,6.36,4.23,2.37,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,-0.3611111111111111,5.188999999999999,1.6760432903451843,2.37,7.48,2.37,5.62,-0.915044849076561,5.655044849076561,6.0,-10.05,critique
IGD_056,16.33,17.84,20.2,22.36,20.79,16.11,25.46,25.48,20.58,23.78,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,NORMAL,0.8277777777777781,20.892999999999997,3.431757081535153,16.11,25.48,23.78,16.33,17.053756120191103,30.5062438798089,6.0,,stable
IGD_057,5.58,4.16,6.79,5.56,5.91,8.43,2.64,5.44,5.45,4.06,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,-0.16888888888888895,5.402,1.5771267827568234,2.64,8.43,4.06,5.58,0.9688315057966257,7.1511684942033735,6.0,-11.49,critique
IGD_058,7.35,3.84,3.96,6.98,6.37,4.85,9.71,9.9,5.11,2.97,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,-0.4866666666666666,6.104,2.401583736713014,2.97,9.9,2.97,7.35,-1.7371041239575074,7.677104123957507,6.0,-6.23,critique
IGD_059,19.36,24.07,20.73,15.85,21.65,25.1,22.94,16.89,21.72,20.39,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.11444444444444457,20.869999999999997,2.9310521432868892,15.85,25.1,20.39,19.36,14.645137799157698,26.134862200842303,6.0,,stable
IGD_060,19.89,21.64,20.53,15.57,16.33,25.97,22.52,20.44,19.6,16.25,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.4044444444444445,19.874,3.2028639961412315,15.57,25.97,16.25,19.89,9.972386567563186,22.527613432436816,6.0,25.34,modere
IGD_061,20.33,17.58,19.83,14.45,17.17,17.86,16.39,22.0,21.19,22.53,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.24444444444444477,18.933,2.6425873264241955,14.45,22.53,22.53,20.33,17.35052884020858,27.709471159791423,6.0,,stable
IGD_062,24.39,22.84,22.25,23.57,19.98,16.93,20.48,21.07,24.71,16.41,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.8866666666666667,21.262999999999998,2.888025276897694,16.41,24.71,16.41,24.39,10.74947045728052,22.07052954271948,6.0,11.74,modere
IGD_063,7.76,9.27,11.71,11.22,9.67,10.16,11.97,12.42,10.96,8.12,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Crosstalk / Saturation,0.03999999999999994,10.326000000000002,1.6065158988735015,7.76,12.42,8.12,7.76,4.971228838207937,11.268771161792062,6.0,,stable
IGD_064,2.94,2.97,4.19,7.14,5.75,8.17,2.55,5.92,3.69,6.42,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,0.38666666666666666,4.974,1.9659953656552138,2.55,8.17,6.42,2.94,2.566649083315781,10.273350916684219,6.0,,stable
IGD_065,22.14,21.04,15.14,16.31,12.83,18.04,16.35,20.59,15.83,15.74,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,Configuration / Ports overload,-0.7111111111111111,17.401000000000003,2.9778159408831466,12.83,22.14,15.74,22.14,9.903480755869033,21.576519244130967,6.0,13.7,modere
IGD_066,24.07,20.58,17.42,22.02,18.25,14.49,23.64,19.82,15.54,22.33,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,NORMAL,-0.19333333333333355,19.815999999999995,3.322058264255928,14.49,24.07,22.33,24.07,15.81876580205838,28.841234197941617,6.0,84.47,faible
IGD_067,22.22,17.67,25.93,19.49,22.24,24.69,25.92,24.07,15.75,17.24,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.5533333333333333,21.522,3.7553304337523574,15.75,25.93,17.24,22.22,9.879552349845378,24.60044765015462,6.0,20.31,modere
IGD_068,6.53,3.55,4.91,7.53,3.59,5.48,7.23,5.57,6.69,6.73,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,0.02222222222222224,5.781000000000001,1.4188449919251613,3.55,7.53,6.73,6.53,3.949063815826684,9.510936184173318,6.0,,stable
IGD_069,24.31,20.85,15.8,21.19,17.51,24.05,15.9,19.7,18.47,23.44,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.09666666666666639,20.121999999999996,3.1951866577365675,15.8,24.31,23.44,24.31,17.17743415083633,29.702565849163673,6.0,180.41,faible
IGD_070,20.74,19.9,16.95,16.01,14.87,11.25,9.86,8.45,6.13,6.09,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.6277777777777775,13.025,5.418491487489852,6.09,20.74,6.09,20.74,-4.53024331548011,16.71024331548011,6.0,0.06,critique
IGD_071,24.47,20.42,18.72,21.5,23.28,20.46,23.14,20.94,22.29,20.33,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.4600000000000001,21.555,1.729857091078785,18.72,24.47,20.33,24.47,16.93948010148558,23.720519898514418,6.0,31.15,faible
IGD_072,19.21,18.25,16.46,15.7,12.89,12.46,11.16,9.99,8.38,5.35,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,Line degradation,-1.54,12.985,4.447249462058293,5.35,19.21,5.35,19.21,-3.3666089456342547,14.066608945634254,6.0,-0.42,critique
IGD_073,19.9,23.98,17.87,16.52,17.35,19.99,19.27,21.86,18.43,20.89,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,NORMAL,0.11000000000000022,19.606,2.2414638074258524,16.52,23.98,20.89,19.9,16.496730937445328,25.283269062554673,6.0,,stable
IGD_074,18.89,19.05,16.74,14.55,15.11,13.35,10.84,9.27,8.77,7.44,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.2722222222222221,13.401,4.190416181929639,7.44,19.05,7.44,18.89,-0.7732157165820928,15.653215716582093,6.0,1.13,critique
IGD_075,21.87,16.91,22.77,18.04,19.86,21.21,17.16,23.62,18.55,20.07,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.20000000000000007,20.006,2.340945677854714,16.91,23.62,20.07,21.87,15.481746471404762,24.65825352859524,6.0,70.35,faible
IGD_076,7.99,8.83,10.5,8.93,12.64,12.89,11.61,8.73,9.86,10.69,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,Crosstalk / Saturation,0.29999999999999993,10.267,1.7033760594771785,7.99,12.89,10.69,7.99,7.35138292342473,14.02861707657527,6.0,,stable
IGD_077,20.96,19.5,17.84,15.62,13.4,15.83,11.12,11.04,7.39,4.05,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.8788888888888888,13.675,5.358947346883217,4.05,20.96,4.05,20.96,-6.453536799891105,14.553536799891106,6.0,-1.04,critique
IGD_078,20.46,23.63,21.77,17.96,19.88,15.78,22.18,23.11,20.92,24.5,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.4488888888888888,21.019,2.659220646062384,15.78,24.5,24.5,20.46,19.287927533717728,29.712072466282272,6.0,,stable
IGD_079,18.6,19.04,16.12,16.35,14.22,11.26,8.51,10.49,9.06,5.82,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,Line degradation,-1.4200000000000002,12.947000000000003,4.556102257168706,5.82,19.04,5.82,18.6,-3.109960424050664,14.749960424050665,6.0,-0.13,critique
IGD_080,20.24,18.8,18.34,18.62,21.76,19.84,20.68,19.45,19.19,20.81,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.06333333333333337,19.773,1.0976039560991224,18.34,21.76,20.81,20.24,18.658696246045718,22.96130375395428,6.0,,stable
IGD_081,21.81,20.97,21.92,19.94,20.73,23.73,23.02,23.66,19.95,21.94,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.014444444444444728,21.767,1.3909233543864945,19.94,23.73,21.94,21.81,19.213790225402473,24.66620977459753,6.0,,stable
IGD_082,19.16,18.53,15.91,16.83,14.81,13.61,13.1,10.44,8.03,5.46,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.5222222222222221,13.588,4.471767733980228,5.46,19.16,5.46,19.16,-3.3046647586012474,14.224664758601246,6.0,-0.35,critique
IGD_083,13.36,19.04,17.23,16.75,12.83,13.63,18.31,14.92,17.13,23.81,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,Configuration / Ports overload,1.161111111111111,16.701,3.2966968316786422,12.83,23.81,23.81,13.36,17.34847420990986,30.271525790090138,6.0,,stable
IGD_084,15.3,19.52,15.52,15.98,19.36,11.6,16.28,12.86,12.5,20.01,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,Configuration / Ports overload,0.5233333333333334,15.893,3.016885995709999,11.6,20.01,20.01,15.3,14.096903448408403,25.9230965515916,6.0,,stable
IGD_085,24.53,21.69,23.49,18.34,19.04,18.47,22.74,18.27,19.49,19.66,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.5411111111111112,20.572000000000003,2.337604661946831,18.27,24.53,19.66,24.53,15.078294862584212,24.24170513741579,6.0,25.24,modere
IGD_086,20.14,23.18,11.68,14.72,17.0,13.4,21.77,14.5,16.59,16.22,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Configuration / Ports overload,-0.43555555555555575,16.919999999999998,3.7152568327550832,11.68,23.18,16.22,20.14,8.938096607800036,23.501903392199964,6.0,23.46,modere
IGD_087,18.91,15.36,15.03,22.05,13.06,19.75,13.31,21.72,20.44,17.33,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,Configuration / Ports overload,-0.17555555555555577,17.695999999999998,3.3632001955809225,13.06,22.05,17.33,18.91,10.73812761666139,23.921872383338606,6.0,64.54,faible
IGD_088,3.48,7.97,4.12,5.29,4.55,5.78,5.48,6.3,9.57,6.89,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,0.37888888888888883,5.943,1.8344121068554302,3.48,9.57,6.89,3.48,3.2945522705633565,10.485447729436643,6.0,,stable
IGD_089,20.97,22.36,23.64,17.71,22.73,24.37,19.77,14.44,22.86,16.88,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.45444444444444443,20.573,3.2855104457129474,14.44,24.37,16.88,20.97,10.440399526402622,23.319600473597376,6.0,23.94,modere
IGD_090,5.33,5.27,5.94,4.73,2.43,7.28,2.71,6.31,3.65,6.2,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,0.09666666666666668,4.985,1.6042322497416361,2.43,7.28,6.2,5.33,3.055704790506393,9.344295209493607,6.0,,stable
IGD_091,19.08,19.72,16.32,14.41,16.07,11.31,10.76,10.27,6.53,5.24,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,Line degradation,-1.5377777777777775,12.971,4.966072559545084,5.24,19.72,5.24,19.08,-4.493502216708363,14.973502216708363,6.0,-0.49,critique
IGD_092,5.13,6.59,5.72,6.57,5.88,2.61,4.9,2.57,8.54,5.52,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,0.0433333333333333,5.4030000000000005,1.7983822977578734,2.57,8.54,5.52,5.13,1.9951706963945677,9.044829303605432,6.0,,stable
IGD_093,17.28,17.98,21.29,21.58,22.31,20.84,20.81,23.97,19.54,25.15,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.8744444444444441,21.075,2.4330102525244084,17.28,25.15,25.15,17.28,20.38129990505216,29.918700094947837,6.0,,stable
IGD_094,19.17,17.8,21.33,23.35,20.52,20.04,23.43,18.26,23.99,22.57,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.3777777777777776,21.046,2.2402539538583066,17.8,23.99,22.57,19.17,18.17910225043772,26.96089774956228,6.0,,stable
IGD_095,7.25,4.09,7.72,4.03,2.7,4.1,5.99,6.8,5.2,3.9,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,-0.37222222222222223,5.178,1.6826949284472876,2.7,7.72,3.9,7.25,0.6019179402433164,7.1980820597566835,6.0,-5.64,critique
IGD_096,4.62,8.3,6.62,8.76,7.96,8.78,7.46,3.56,3.36,5.47,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,0.0944444444444444,6.489000000000002,2.1005525728034304,3.36,8.78,5.47,4.62,1.3529169573052764,9.587083042694722,6.0,,stable
IGD_097,21.93,15.19,17.41,14.51,20.69,13.77,12.37,18.71,13.17,17.65,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Configuration / Ports overload,-0.4755555555555557,16.54,3.2546479584331904,12.37,21.93,17.65,21.93,11.270890001470946,24.02910999852905,6.0,24.5,modere
IGD_098,19.8,20.94,20.44,20.29,19.25,20.69,20.24,13.77,20.55,15.07,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Configuration / Ports overload,-0.5255555555555556,19.104000000000003,2.531789880697054,13.77,20.94,15.07,19.8,10.107691833833776,20.032308166166224,6.0,17.26,modere
IGD_099,19.13,16.54,23.18,24.27,20.29,19.16,17.19,19.99,15.45,17.99,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.12666666666666673,19.319,2.7861700115630654,15.45,24.27,17.99,19.13,12.529106777336391,23.450893222663606,6.0,94.66,faible
IGD_100,23.85,17.06,20.84,21.57,22.7,23.8,25.56,22.37,19.54,19.8,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.45000000000000007,21.709,2.493143709366862,17.06,25.56,19.8,23.85,14.91343832964095,24.68656167035905,6.0,30.67,faible
IGD_101,15.51,24.18,21.53,22.58,23.09,17.25,19.68,22.32,17.41,24.26,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.9722222222222224,20.781,3.1266114067611426,15.51,24.26,24.26,15.51,18.131841642748164,30.38815835725184,6.0,,stable
IGD_102,2.45,5.23,4.13,6.84,6.15,7.93,4.27,6.84,4.81,7.14,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,0.5211111111111111,5.579000000000001,1.6926996845932896,2.45,7.93,7.14,2.45,3.822308618197152,10.457691381802848,6.0,,stable
IGD_103,21.11,19.37,18.6,23.05,25.31,20.15,17.99,19.95,23.35,20.66,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,NORMAL,-0.04999999999999992,20.954,2.3024055053597987,17.99,25.31,20.66,21.11,16.147285209494797,25.172714790505204,6.0,293.2,faible
IGD_104,18.16,16.77,17.52,15.21,13.5,12.75,11.29,7.74,5.61,5.82,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.3711111111111112,12.436999999999998,4.714658111794652,5.61,18.16,5.82,18.16,-3.420729899117518,15.060729899117518,6.0,-0.13,critique
IGD_105,21.07,16.38,16.13,24.22,20.14,21.91,20.74,18.8,22.39,17.38,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.41000000000000014,19.916000000000004,2.6914646983050368,16.13,24.22,17.38,21.07,12.104729191322127,22.65527080867787,6.0,27.76,modere
IGD_106,24.04,23.97,21.84,14.63,18.44,23.6,22.41,14.52,25.28,16.37,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.852222222222222,20.509999999999998,4.136442379092879,14.52,25.28,16.37,24.04,8.262572936977959,24.47742706302204,6.0,12.17,modere
IGD_107,2.94,5.38,5.07,6.51,3.71,2.06,3.95,3.85,6.04,3.92,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,0.10888888888888888,4.343,1.387932515170196,2.06,6.51,3.92,2.94,1.1996522702664159,6.640347729733584,6.0,,stable
